"","P1PRIMPK","CHILDID","CREGION","GENDER","RACE","C1R4MSCL","WKBLACK","WKHISP","P1HFAMIL","C1CMOTOR","R1_KAGE","P1HIG_1","W1INCCAT","WKINCOME","A2TXSPEN","C1R4MPF","C1R4RPF","S2HVISIT","S2ORIENT","C7R4RPF","C7R4MPF","C6ATTLVL","P1NUMSIB"
"230",2,"0016010C",1,1,1,17.8,2,2,3,12,64.93,13,2,6888,4,1,0,-9,1,NA,NA,NA,1
"231",6,"0020001C",1,2,1,22.33,2,2,1,11,73,14,8,37000,3,2,2,1,1,8,7,3,2
"232",6,"0020002C",1,1,1,19.97,2,2,1,12,71.5,14,9,45000,3,1,1,1,1,9,7,3,2
"233",6,"0020003C",1,2,1,40.7,2,2,1,16,71.5,13,6,35000,3,4,3,1,1,10,8,5,1
"234",5,"0020004C",1,2,1,16.5,2,2,1,12,65.17,13,7,35000,3,1,1,1,1,8,7,3,4
"235",5,"0020005C",1,1,1,18.57,2,2,1,8,71.47,13,5,50000,3,1,0,1,1,NA,NA,3,2
"236",5,"0020006C",1,2,1,18.22,2,2,1,14,64.4,13,3,29100,3,1,1,1,1,NA,NA,NA,1
"237",6,"0020007C",1,2,6,32.34,2,2,1,15,73.87,16,6,35000,3,-9,2,1,1,9,9,4,1
"238",6,"0020008C",1,1,3,22.93,2,1,1,8,68.23,13,9,29000,3,2,1,1,1,7,7,3,1
"239",6,"0020009C",1,1,1,22.84,2,2,1,12,67.13,16,6,20000,3,2,1,1,1,NA,NA,NA,2
"240",6,"0020010C",1,1,5,24.52,2,2,1,-9,72.7,20,10,68000,3,2,0,1,1,NA,NA,NA,2
"241",5,"0020011C",1,1,1,NA,2,2,1,NA,-9,16,NA,109,3,NA,NA,1,1,NA,NA,NA,2
"242",6,"0020012C",1,2,8,NA,1,2,1,NA,-9,20,NA,49000,NA,NA,NA,1,1,NA,NA,NA,2
"243",2,"0020013C",1,2,1,21.62,2,2,2,14,71.37,16,8,34000,3,1,0,1,1,7,6,3,0
"244",6,"0020014C",1,1,1,39.66,2,2,1,16,64,13,11,95000,3,4,1,1,1,9,8,5,1
"245",1,"0020015C",1,1,1,19.85,2,2,2,15,73.8,13,NA,12000,NA,1,0,1,1,NA,NA,NA,0
"246",6,"0020016C",1,2,1,22.3,2,2,1,12,64.37,13,10,60000,3,2,1,1,1,8,6,2,2
"247",7,"0020017C",1,1,1,22.35,2,2,4,12,73.5,16,3,11000,3,1,0,1,1,7,7,3,0
"248",6,"0020018C",1,1,1,NA,2,2,1,NA,-9,19,10,1e+05,3,NA,NA,1,1,NA,NA,4,1
"249",7,"0020019C",1,1,1,26.03,2,2,3,12,65.67,13,5,25000,3,2,1,1,1,8,7,3,1
"250",5,"0020020C",1,2,1,24.02,2,2,1,14,62.93,13,3,16000,3,2,1,1,1,8,8,4,2
"251",4,"0020021C",1,2,1,28.25,2,2,2,9,64.1,13,NA,50000,3,2,2,1,1,NA,NA,NA,0
"252",6,"0020022C",1,1,1,NA,2,2,2,NA,-9,13,9,47000,3,NA,NA,1,1,9,8,2,0
"253",1,"0020023C",1,1,1,29.95,2,2,3,-9,65.67,18,11,74000,3,2,0,1,1,NA,NA,NA,2
"254",4,"0020024C",1,1,1,22.47,2,2,2,11,77.97,13,8,40000,3,1,1,1,1,8,8,3,0
"255",0,"0021001C",1,2,1,24.19,2,2,1,6,67.57,12,1,26000,3,2,-9,1,1,8,7,4,3
"256",4,"0021002C",1,2,1,25.04,2,2,1,8,62.77,13,9,35000,3,1,1,1,1,9,7,4,1
"257",0,"0022001C",1,1,1,18.69,2,2,1,3,65.07,16,7,30000,3,1,0,3,1,NA,NA,NA,2
"258",6,"0022002C",1,1,1,24.67,2,2,1,10,73.63,16,13,150000,3,2,1,3,1,8,6,2,1
"259",8,"0022003C",1,2,1,19.36,2,2,1,-9,71.37,14,7,54000,3,1,0,3,1,8,7,4,1
"260",NA,"0022004C",1,2,1,18.45,NA,NA,NA,6,67.23,NA,8,NA,3,0,0,3,1,NA,NA,NA,NA
"261",0,"0022005C",1,2,1,26.49,2,2,1,10,63.17,16,10,150000,3,2,1,3,1,NA,NA,5,1
"262",2,"0022006C",1,1,1,25.84,2,2,1,9,62.27,13,9,50000,3,2,1,3,1,8,7,4,1
"263",6,"0022007C",1,1,1,22.22,2,2,1,-9,68.93,12,4,12000,3,-9,1,3,1,-9,5,4,1
"264",4,"0022008C",1,2,1,26.56,2,2,1,10,68.47,13,8,35000,3,2,1,3,1,7,7,4,1
"265",0,"0022009C",1,1,1,17.51,2,2,1,11,68.33,13,5,29000,-9,1,0,3,1,9,8,5,1
"266",2,"0022010C",1,2,1,16.48,2,2,1,10,63.83,19,3,39000,NA,1,0,3,1,NA,NA,NA,1
"267",4,"0022011C",1,2,1,28.66,2,2,2,9,67,18,10,54000,NA,2,1,3,1,NA,NA,NA,0
"268",6,"0022012C",1,1,1,16.13,2,2,1,9,66.17,12,7,30000,-9,1,0,3,1,6,3,3,1
"269",6,"0022013C",1,2,1,15.77,2,2,1,16,71.4,17,10,82000,-9,0,0,3,1,10,8,5,2
"270",6,"0022014C",1,1,1,20.98,2,2,1,7,64.43,15,5,29000,-9,1,0,3,1,8,8,4,1
"271",0,"0022015C",1,1,1,NA,2,2,3,NA,-9,13,NA,8000,-9,NA,NA,3,1,NA,NA,NA,3
"272",6,"0022016C",1,2,1,21.98,2,2,1,13,66.33,13,11,80000,-9,1,1,3,1,6,7,3,1
"273",1,"0022017C",1,2,1,15.4,2,2,1,12,62.63,13,10,50000,-9,1,0,3,1,7,7,5,2
"274",6,"0022018C",1,1,1,29.02,2,2,1,9,63.43,17,4,23000,3,2,1,3,1,9,8,3,2
"275",6,"0022019C",1,2,1,20.65,2,2,3,9,63.07,16,7,35000,3,1,1,3,1,9,7,4,2
"276",0,"0022020C",1,1,1,20.68,2,2,1,7,65.67,13,3,24000,2,1,1,3,1,8,5,4,2
"277",0,"0022021C",1,1,1,32.41,2,2,2,-9,72.33,15,10,68000,3,-9,2,3,1,NA,NA,NA,0
"278",NA,"0022022C",1,2,1,27.76,NA,NA,NA,13,68.43,NA,NA,NA,NA,-9,1,3,1,NA,NA,NA,NA
"279",4,"0022023C",1,2,1,26.36,2,2,3,8,65.97,15,4,17000,3,2,1,3,1,8,7,5,1
"280",6,"0022024C",1,1,1,28,2,2,1,14,64.1,18,11,70000,3,2,0,3,1,8,8,3,2
"281",NA,"0022025C",1,2,1,31.67,NA,NA,NA,14,68.43,NA,NA,NA,NA,3,2,3,1,NA,NA,NA,NA
"282",0,"0023001C",1,1,1,19.26,2,2,1,4,67.67,9,5,20000,3,1,0,4,1,NA,NA,3,3
"283",NA,"0023002C",1,1,1,11.78,NA,NA,NA,4,64.83,NA,6,NA,NA,0,0,4,1,8,5,3,NA
"284",6,"0023003C",1,1,1,28.39,2,2,1,15,72.13,18,11,50000,3,2,1,4,1,NA,NA,NA,1
"285",4,"0023004C",1,2,4,17.59,2,1,4,9,69.57,9,4,110000,NA,1,0,4,1,NA,NA,NA,0
"286",5,"0023005C",1,2,1,27.99,2,2,3,15,70.27,16,5,10000,3,2,1,4,1,9,7,3,2
"287",7,"0023006C",1,1,1,15.64,2,2,1,8,65.9,13,9,40000,3,1,0,4,1,NA,NA,5,1
"288",0,"0023007C",1,1,1,19.77,2,2,1,11,62,13,13,350000,3,2,0,4,1,NA,NA,3,1
"289",4,"0023008C",1,2,1,20.33,2,2,2,14,72.7,13,9,34000,3,1,-9,4,1,NA,NA,NA,0
"290",4,"0023009C",1,1,5,23.29,2,2,2,9,68.9,17,10,60000,3,2,0,4,1,NA,NA,5,0
"291",6,"0023010C",1,1,1,18.61,2,2,3,7,73,18,8,27500,3,1,0,4,1,NA,NA,NA,1
"292",6,"0023011C",1,2,1,28.61,2,2,1,17,71.7,16,5,35000,3,2,1,4,1,8,7,5,1
"293",6,"0023012C",1,1,1,33.02,2,2,1,15,66.23,13,10,65000,3,3,1,4,1,9,8,4,1
"294",4,"0023013C",1,2,1,25.35,2,2,1,17,70.77,13,NA,58000,3,2,1,4,1,NA,NA,3,2
"295",6,"0023014C",1,2,1,17.73,2,2,1,11,67.67,15,10,68000,3,1,0,4,1,NA,NA,NA,1
"296",2,"0023015C",1,1,1,31.74,2,2,1,15,67.23,18,10,56000,3,3,1,4,1,7,9,4,2
"297",1,"0023016C",1,2,1,28.73,2,2,1,13,62.47,18,11,58000,3,3,-9,4,1,9,9,4,1
"298",5,"0023017C",1,2,1,26.32,2,2,1,15,64.77,17,8,32000,3,2,2,4,1,9,9,5,2
"299",4,"0023018C",1,1,1,31.5,2,2,1,14,64.6,18,8,70000,3,2,1,4,1,9,9,5,2
"300",7,"0023019C",1,2,1,30.39,2,2,1,10,62.1,13,8,36000,3,3,3,4,1,9,8,4,1
"301",2,"0023020C",1,1,1,22.81,2,2,1,5,71,17,9,45000,3,2,1,4,1,8,8,5,1
"302",2,"0023021C",1,2,1,22.07,2,2,1,10,62.17,13,8,37500,3,1,0,4,1,8,8,4,1
"303",4,"0023022C",1,2,1,28.57,2,2,3,15,67.4,17,6,30000,3,2,-9,4,1,NA,NA,4,1
"304",NA,"0023023C",1,2,1,31.42,NA,NA,NA,12,67.6,NA,9,NA,3,3,0,4,1,NA,NA,4,NA
"305",1,"0023024C",1,2,1,NA,2,2,3,NA,-9,13,3,12000,3,NA,NA,4,1,7,5,2,1
"306",NA,"0023025C",1,1,1,12.99,NA,NA,NA,11,64.83,NA,6,NA,NA,0,0,4,1,7,7,2,NA
"307",6,"0023026C",1,1,1,21.61,2,2,1,12,67.63,15,10,68000,3,1,1,4,1,NA,NA,NA,1
"308",NA,"0024001C",1,2,1,NA,2,2,NA,NA,NA,NA,NA,50000,-1,NA,NA,1,1,NA,NA,NA,NA
"309",NA,"0024002C",1,1,1,NA,2,2,NA,NA,NA,NA,9,45000,-1,NA,NA,1,1,NA,NA,NA,NA
"310",NA,"0024003C",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,1,1,NA,NA,NA,NA
"311",NA,"0024004C",1,1,1,NA,2,2,NA,NA,NA,NA,11,90000,-1,NA,NA,1,1,8,8,4,NA
"312",NA,"0024005C",1,1,1,NA,-9,-9,NA,NA,NA,NA,12,1e+05,-1,NA,NA,1,1,10,8,5,NA
"313",NA,"0024006C",1,1,1,NA,2,2,NA,NA,NA,NA,9,50000,-1,NA,NA,1,1,NA,NA,NA,NA
"314",NA,"0024007C",1,1,1,NA,2,2,NA,NA,NA,NA,12,180000,-1,NA,NA,1,1,8,9,5,NA
"315",NA,"0024009C",1,1,1,NA,2,2,NA,NA,NA,NA,7,46000,-1,NA,NA,1,1,NA,NA,NA,NA
"316",NA,"0024010C",1,1,1,NA,2,2,NA,NA,NA,NA,10,50000,-1,NA,NA,1,1,NA,NA,NA,NA
"317",NA,"0024011C",1,2,1,NA,NA,NA,NA,NA,NA,NA,5,NA,-1,NA,NA,1,1,NA,NA,NA,NA
"318",NA,"0024013C",1,1,1,NA,2,2,NA,NA,NA,NA,13,999000,-1,NA,NA,1,1,NA,NA,NA,NA
"319",NA,"0024014C",1,2,1,NA,2,2,NA,NA,NA,NA,8,29000,-1,NA,NA,1,1,9,8,NA,NA
"320",NA,"0024015C",1,1,1,NA,2,2,NA,NA,NA,NA,10,75000,-1,NA,NA,1,1,NA,NA,NA,NA
"321",NA,"0024016C",1,2,1,NA,2,2,NA,NA,NA,NA,11,70000,-1,NA,NA,1,1,NA,NA,NA,NA
"322",NA,"0024017C",1,2,3,NA,2,1,NA,NA,NA,NA,11,75000,-1,NA,NA,1,1,NA,NA,NA,NA
"323",NA,"0024018C",1,2,1,NA,2,2,NA,NA,NA,NA,11,80000,-1,NA,NA,1,1,NA,NA,NA,NA
"324",NA,"0024019C",1,1,1,NA,NA,NA,NA,NA,NA,NA,12,NA,-1,NA,NA,1,1,NA,NA,NA,NA
"325",NA,"0024020C",1,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,1,1,NA,NA,NA,NA
"326",6,"0025001C",1,1,3,34.27,2,1,1,14,60.03,20,10,70000,3,3,-9,NA,NA,10,9,4,1
"327",4,"0025002C",1,1,1,19.63,2,2,3,8,64.97,12,2,10000,2,1,0,NA,NA,NA,NA,NA,1
"328",4,"0025003C",1,2,1,31.7,2,2,3,15,63.2,16,6,24000,2,3,-9,NA,NA,8,8,4,1
"329",6,"0025004C",1,1,1,29.14,2,2,1,12,72.93,13,NA,30000,2,3,1,NA,NA,NA,NA,NA,1
"330",6,"0025005C",1,2,1,25.64,2,2,1,15,73.07,18,11,70000,3,2,3,NA,NA,8,7,4,5
"331",5,"0025006C",1,1,1,11.48,2,2,3,1,70,11,2,14000,2,0,0,NA,NA,5,6,2,2
"332",6,"0025007C",1,1,1,12.56,2,2,1,6,64.7,12,6,25000,2,0,0,NA,NA,NA,NA,NA,1
"333",8,"0025009C",1,2,8,20.8,2,2,1,12,64.27,15,3,18000,2,2,0,NA,NA,NA,NA,NA,1
"334",1,"0025011C",1,2,1,20.3,2,2,1,11,66.93,13,3,50000,2,2,0,NA,NA,NA,NA,3,2
"335",0,"0025012C",1,1,1,19.6,2,2,4,8,64,13,3,7000,3,1,1,NA,NA,NA,NA,NA,0
"336",0,"0025013C",1,1,1,19.26,2,2,3,10,72.57,15,NA,40000,NA,1,0,NA,NA,NA,NA,NA,2
"337",2,"0025014C",1,2,1,27.47,2,2,1,13,70.63,17,3,10000,3,2,2,NA,NA,8,6,4,1
"338",8,"0025015C",1,1,1,26.76,2,2,3,8,67.27,18,6,25000,2,2,3,NA,NA,NA,NA,NA,1
"339",0,"0025016C",1,2,1,35.99,2,2,3,15,71.07,13,2,5000,2,3,1,NA,NA,9,7,4,1
"340",NA,"0025017C",1,1,1,13.54,2,2,NA,4,61.33,NA,3,15000,3,0,0,NA,NA,NA,NA,NA,NA
"341",6,"0025018C",1,2,1,19.08,2,2,2,8,61.5,17,10,57000,2,1,1,NA,NA,8,7,4,0
"342",NA,"0025019C",1,2,1,22.03,2,2,NA,9,72.7,NA,3,3000,NA,2,1,NA,NA,NA,NA,NA,NA
"343",6,"0025020C",1,2,1,22.84,2,2,1,4,70.8,13,10,55000,3,2,1,NA,NA,9,6,4,1
"344",0,"0025021C",1,1,1,21.26,2,2,1,8,68.97,13,10,46000,2,1,1,NA,NA,9,7,4,3
"345",5,"0025022C",1,1,3,18.09,2,1,1,6,69.23,11,3,1500,3,1,0,NA,NA,NA,NA,3,4
"346",2,"0025023C",1,1,1,25.53,2,2,3,12,70,8,3,7000,3,2,3,NA,NA,NA,NA,NA,3
"347",5,"0025024C",1,2,1,13.59,2,2,1,6,64.53,10,4,7900,3,0,0,NA,NA,5,5,3,2
"348",6,"0026001C",1,1,1,19.32,2,2,3,14,68.2,16,9,42000,4,1,-9,NA,NA,6,6,3,2
"349",6,"0026002C",1,1,1,17.3,2,2,1,12,71.4,13,8,36000,4,1,0,NA,NA,6,6,NA,1
"350",6,"0026003C",1,2,3,31.04,2,1,1,12,69.97,14,NA,28500,4,3,1,NA,NA,NA,NA,NA,1
"351",0,"0026004C",1,1,1,31.14,2,2,1,14,71.03,13,6,17000,4,-9,0,NA,NA,NA,NA,NA,2
"352",0,"0026005C",1,1,1,44.31,2,2,1,16,73.43,18,9,45000,4,4,-9,NA,NA,9,9,5,1
"353",0,"0026006C",1,1,1,25.06,2,2,1,15,72.47,13,4,23000,4,1,-9,NA,NA,8,7,5,1
"354",6,"0026007C",1,1,1,20.41,2,2,1,3,70.2,18,6,35000,4,1,1,NA,NA,8,7,4,1
"355",6,"0026008C",1,2,1,29.58,2,2,2,16,69.5,19,10,55000,4,2,3,NA,NA,NA,NA,NA,0
"356",6,"0026009C",1,1,1,44.77,2,2,1,15,70.17,18,NA,75000,4,4,1,NA,NA,NA,NA,NA,2
"357",6,"0026010C",1,1,1,32.84,2,2,3,14,67.03,18,10,54000,4,3,1,NA,NA,9,8,4,2
"358",7,"0026011C",1,2,1,33.38,2,2,2,13,66.43,19,11,65000,4,3,2,NA,NA,10,9,5,0
"359",6,"0026012C",1,2,1,22.93,2,2,1,15,67.27,18,10,60000,4,1,1,NA,NA,NA,NA,NA,1
"360",4,"0026013C",1,2,1,19.39,2,2,1,11,66.93,18,12,1e+05,4,1,1,NA,NA,NA,NA,NA,1
"361",4,"0026014C",1,2,1,22.67,2,2,1,15,66.93,17,9,45000,4,1,0,NA,NA,9,7,4,1
"362",4,"0026015C",1,1,1,25.55,2,2,2,9,68.87,13,10,55000,4,2,2,NA,NA,8,-9,3,0
"363",7,"0028001C",1,2,8,21.34,2,2,1,13,67.5,18,11,70000,3,1,1,1,1,NA,NA,NA,2
"364",6,"0028002C",1,2,1,41.16,2,2,1,17,65.37,22,10,70000,3,3,3,1,1,10,8,4,2
"365",6,"0028003C",1,1,1,24.84,2,2,1,9,66.6,17,10,47000,3,2,1,1,1,8,7,4,1
"366",6,"0028004C",1,1,1,26.83,2,2,1,10,69.77,16,10,75000,3,2,1,1,1,NA,NA,NA,3
"367",6,"0028005C",1,1,1,52.82,2,2,1,16,73.77,13,4,19000,3,4,3,1,1,9,9,4,1
"368",7,"0028006C",1,2,1,30.27,2,2,1,16,72.1,18,10,70000,3,2,3,1,1,9,7,5,1
"369",6,"0028007C",1,1,1,33.97,2,2,1,11,69.27,18,12,1e+05,3,3,0,1,1,8,9,3,2
"370",4,"0028008C",1,2,1,19.8,2,2,1,7,66.7,11,9,50000,3,1,1,1,1,8,6,3,1
"371",0,"0028009C",1,2,1,28.08,2,2,1,14,67.3,18,11,56000,3,2,1,1,1,9,9,4,1
"372",6,"0028010C",1,2,1,32.18,2,2,1,15,70.9,18,10,60000,3,2,3,1,1,9,9,4,4
"373",4,"0028011C",1,1,1,25.98,2,2,1,14,75.6,13,10,40000,3,-9,1,1,1,9,6,3,1
"374",6,"0028012C",1,2,1,42.62,2,2,1,14,64.83,20,12,90000,3,3,4,1,1,9,8,5,2
"375",6,"0028013C",1,2,1,29.43,2,2,1,15,65.6,19,10,60000,3,2,0,1,1,9,8,4,1
"376",0,"0028014C",1,2,1,31.02,2,2,2,14,71,13,11,35000,3,2,3,1,1,9,9,5,0
"377",NA,"0029001C",1,1,5,19.15,NA,NA,NA,11,68.67,NA,NA,NA,2,1,1,1,1,NA,NA,NA,NA
"378",4,"0029002C",1,1,1,23.26,2,2,1,8,71.77,13,9,45000,2,1,0,1,1,6,6,3,1
"379",6,"0029003C",1,1,1,21.59,2,2,1,12,63.23,13,8,32000,2,1,0,1,1,7,6,NA,2
"380",6,"0029004C",1,2,1,39.05,2,2,1,14,68.87,18,10,60000,3,3,3,1,1,9,-9,5,1
"381",0,"0029005C",1,2,1,29.98,2,2,2,16,72.3,16,NA,40000,2,2,1,1,1,NA,NA,NA,0
"382",6,"0029006C",1,1,1,20.2,2,2,1,4,79,17,8,37000,4,1,0,1,1,7,8,2,2
"383",6,"0029007C",1,1,1,20.39,2,2,1,15,71.53,18,10,50000,3,1,0,1,1,8,7,4,2
"384",-9,"0029008C",1,2,1,24.61,2,2,1,9,75,10,6,52000,2,2,0,1,1,NA,NA,NA,5
"385",6,"0029009C",1,1,1,56.43,2,2,1,14,77,17,8,60000,3,4,3,1,1,7,9,5,2
"386",6,"0029010C",1,2,1,22.84,2,2,2,12,63.77,13,9,40000,3,2,0,1,1,NA,NA,NA,0
"387",4,"0029012C",1,1,1,28.95,2,2,1,16,79,17,12,1e+05,3,2,1,1,1,8,8,4,2
"388",5,"0029013C",1,1,1,20.2,2,2,1,12,70.9,17,11,92000,2,1,0,1,1,8,7,4,2
"389",5,"0029014C",1,1,1,20.14,2,2,1,5,75.07,16,NA,51000,3,1,0,1,1,NA,NA,NA,1
"390",NA,"0029015C",1,2,1,25.69,NA,NA,NA,-9,64.67,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA
"391",2,"0029016C",1,1,1,32.66,2,2,1,16,72.23,15,10,35000,3,3,0,1,1,NA,NA,NA,2
"392",8,"0029020C",1,2,1,48.59,2,2,1,12,73.3,20,12,120000,4,3,6,1,1,9,8,5,1
"393",1,"0029021C",1,2,1,20.4,2,2,3,2,64.5,12,7,26000,3,1,0,1,1,NA,NA,NA,1
"394",6,"0029022C",1,1,1,14.78,2,2,1,9,71.23,13,10,650000,3,1,0,1,1,5,5,3,2
"395",NA,"0029023C",1,1,1,12.56,NA,NA,NA,9,65.73,NA,NA,NA,3,0,0,1,1,NA,NA,NA,NA
"396",4,"0029024C",1,1,1,14.44,2,2,1,9,64.37,16,NA,18000,3,0,-9,1,1,NA,NA,NA,1
"397",6,"0032001C",1,1,5,28.55,2,2,1,13,69.03,18,NA,120000,3,2,2,3,1,NA,NA,NA,1
"398",6,"0032002C",1,2,5,37.88,2,2,3,15,66.7,18,9,35000,3,3,5,3,1,10,9,5,2
"399",4,"0032003C",1,2,1,30.22,2,2,1,14,69.57,17,NA,60000,NA,2,2,3,1,NA,NA,NA,1
"400",6,"0032004C",1,1,1,21.57,2,2,1,15,69.97,17,10,55000,3,1,0,3,1,NA,NA,NA,2
"401",1,"0032006C",1,1,4,19.99,2,1,1,12,72.23,18,5,28000,3,1,1,3,1,NA,NA,NA,2
"402",6,"0032007C",1,1,1,45.41,2,2,4,16,70.63,19,8,35000,3,3,2,3,1,NA,NA,NA,0
"403",3,"0032008C",1,1,1,35.77,2,2,1,17,64.1,19,11,80000,3,2,-9,3,1,7,7,2,1
"404",1,"0032009C",1,2,1,22.34,2,2,1,12,68.97,13,6,40000,3,2,1,3,1,NA,NA,NA,1
"405",7,"0032010C",1,1,1,20.55,2,2,1,10,67.57,16,NA,70000,3,1,1,3,1,NA,NA,NA,1
"406",1,"0032011C",1,2,1,14.01,2,2,1,8,65.6,13,4,12000,3,0,0,3,1,NA,NA,NA,3
"407",6,"0032012C",1,1,1,29.4,2,2,3,13,71.37,17,9,75000,3,2,0,3,1,NA,NA,NA,3
"408",3,"0032013C",1,2,1,21.83,2,2,1,7,64.3,13,9,29000,3,1,0,3,1,NA,NA,NA,1
"409",6,"0032014C",1,1,2,25.66,1,2,4,9,68.07,16,NA,15000,NA,1,2,3,1,NA,NA,NA,0
"410",6,"0032015C",1,2,1,28.62,2,2,3,17,70.9,13,NA,20000,3,2,1,3,1,NA,NA,NA,2
"411",0,"0032016C",1,1,1,22.89,2,2,1,13,73.57,13,NA,17000,3,1,1,3,1,NA,NA,NA,2
"412",0,"0032017C",1,1,2,20.17,1,2,2,9,65.2,12,5,19000,3,1,1,3,1,7,8,2,0
"413",0,"0032018C",1,1,1,20.84,2,2,1,8,66.43,18,NA,90000,3,1,0,3,1,NA,NA,NA,3
"414",6,"0032019C",1,2,1,24.66,2,2,3,12,64.3,11,1,9000,3,2,1,3,1,8,7,3,2
"415",6,"0032020C",1,1,2,20.78,1,2,2,11,79,16,NA,125000,3,1,2,3,1,NA,NA,NA,0
"416",6,"0032021C",1,1,1,27.47,2,2,1,12,65.8,13,10,56000,3,2,1,3,1,NA,NA,NA,1
"417",0,"0032022C",1,1,1,15.41,2,2,1,10,65.23,11,8,45000,3,0,0,3,1,7,7,NA,2
"418",6,"0032023C",1,2,1,23.86,2,2,1,9,68.4,16,NA,50000,3,2,2,3,1,NA,NA,NA,2
"419",1,"0032024C",1,1,1,28.67,2,2,1,14,65.57,13,7,21000,3,2,3,3,1,NA,NA,5,1
"420",0,"0032025C",1,1,1,21.96,2,2,1,12,66.43,18,NA,90000,3,1,0,3,1,NA,NA,NA,3
"421",6,"0033001C",1,2,4,18.73,2,1,1,14,67.03,16,11,130000,-1,1,1,1,1,NA,NA,NA,1
"422",6,"0033002C",1,2,1,36.16,2,2,3,16,72.8,20,10,70000,-1,3,2,1,1,NA,NA,NA,1
"423",3,"0033003C",1,2,1,25.78,2,2,1,11,63.33,18,12,162500,-1,2,-9,1,1,8,7,3,3
"424",1,"0033004C",1,1,1,16.05,2,2,1,5,66.43,18,NA,68000,-1,0,1,1,1,NA,NA,NA,1
"425",0,"0033005C",1,1,1,21.62,2,2,1,14,63.03,16,10,70000,-1,1,0,1,1,9,8,5,5
"426",4,"0033006C",1,2,1,24.64,2,2,1,13,68.33,16,11,128000,-1,2,1,1,1,7,7,3,2
"427",6,"0033007C",1,1,1,21.12,2,2,4,14,73.3,15,11,1e+05,-1,2,1,1,1,NA,NA,4,0
"428",6,"0033008C",1,2,1,29.62,2,2,1,16,66.9,13,11,35000,-1,2,3,1,1,8,9,4,1
"429",0,"0033009C",1,1,1,25.7,2,2,1,13,65.7,16,11,90000,-1,1,0,1,1,8,6,4,2
"430",6,"0033010C",1,1,1,43.3,2,2,4,16,69.33,17,NA,26500,-1,-9,2,1,1,NA,NA,NA,0
"431",4,"0033011C",1,2,1,21.92,2,2,1,17,68.23,13,12,110000,-1,2,0,1,1,10,8,4,5
"432",0,"0033012C",1,2,1,33.85,2,2,1,15,70.87,13,8,40000,-1,3,-9,1,1,7,7,4,1
"433",0,"0033013C",1,1,3,19.71,2,1,1,11,64.13,11,9,47000,-1,1,0,1,1,NA,NA,2,2
"434",1,"0033014C",1,2,1,24.43,2,2,1,12,71.8,13,10,65000,-1,2,0,1,1,10,7,4,1
"435",4,"0033015C",1,2,1,38.4,2,2,1,12,70.53,19,11,93000,-1,3,2,1,1,9,-9,4,1
"436",8,"0033016C",1,2,1,28.7,2,2,3,15,67.4,16,10,50000,-1,2,1,1,1,8,8,5,2
"437",0,"0033017C",1,1,1,15.23,2,2,1,13,64.9,13,11,90000,-1,1,0,1,1,8,-9,4,2
"438",0,"0033018C",1,1,1,22.45,2,2,1,5,64.23,18,10,65000,-1,2,0,1,1,9,8,4,1
"439",1,"0033020C",1,2,1,27.93,2,2,1,15,72.5,18,10,55000,-1,2,1,1,1,8,9,4,2
"440",6,"0033021C",1,2,1,32.42,2,2,1,11,68.47,18,11,90000,-1,2,2,1,1,NA,NA,NA,1
"441",0,"0033022C",1,1,1,19.72,2,2,1,11,67.77,13,10,60000,-1,1,0,1,1,8,7,4,2
"442",0,"0033024C",1,1,1,19.3,2,2,1,11,68.07,16,10,85000,-1,1,0,1,1,8,8,4,2
"443",6,"0034001C",1,2,5,32.18,2,2,2,14,65.93,20,NA,40000,2,-9,3,1,1,NA,NA,NA,0
"444",0,"0034002C",1,1,5,25.65,2,2,1,9,70.93,12,8,24000,2,1,0,1,1,7,7,4,3
"445",0,"0034003C",1,2,5,19.41,2,2,3,15,67.73,9,NA,10000,2,1,0,1,1,NA,NA,NA,2
"446",1,"0034004C",1,1,5,17.82,2,2,1,10,73.4,13,NA,32000,2,1,0,1,1,NA,NA,3,1
"447",5,"0034005C",1,2,5,21.25,2,2,2,15,69.53,13,NA,55000,2,2,0,1,1,NA,NA,5,0
"448",5,"0034006C",1,2,2,14.36,1,2,1,10,66.07,18,6,45000,2,0,-9,1,1,NA,NA,NA,2
"449",6,"0034007C",1,1,4,19.84,2,1,3,13,63.27,13,NA,17000,2,1,1,1,1,NA,NA,NA,1
"450",7,"0034008C",1,2,2,34.22,1,2,1,12,71.67,13,NA,25000,2,3,3,1,1,NA,NA,NA,2
"451",2,"0034009C",1,1,1,20,2,2,4,14,74.4,13,9,22000,2,1,1,1,1,NA,NA,2,0
"452",5,"0034010C",1,1,2,15.62,1,2,3,15,72.1,13,NA,6765,2,1,0,1,1,NA,NA,NA,1
"453",6,"0034011C",1,1,4,19.33,2,1,4,15,65.47,16,NA,8000,2,1,0,1,1,NA,NA,NA,0
"454",5,"0034012C",1,1,8,17.17,1,2,3,13,67.8,16,7,1000,2,1,0,1,1,NA,NA,4,1
"455",2,"0034013C",1,2,2,24.26,1,2,3,15,64.53,15,5,6000,2,2,0,1,1,NA,NA,NA,1
